No.,大項目,中項目,ページ,単語,品詞,意味,発音,例文,和訳
120,ＢＳ,２年,24-25,harvest,名詞,収穫,[ハーヴェスト],The harvest was good.,収穫は良好でした。
121,ＢＳ,２年,24-25,remind,動詞,～を思い出させる,[リマインド],This reminds me of my grandma.,これは祖母を思い出します。
122,ＢＳ,２年,24-25,lie,動詞,～に位置する、ある,[ライ],Let's lie on the grass.,草の上に横になりましょう。
123,ＢＳ,２年,24-25,ancient,形容詞,古代の,[エイシェント],This is an ancient city.,これは古代の都市です。
124,ＢＳ,２年,24-25,colorful,形容詞,色とりどりの,[カラフル],The clothes are colorful.,服がカラフルです。
125,ＢＳ,２年,24-25,various,形容詞,様々な、多種多様の,[バリアス],There are various dishes.,さまざまな料理があります。
126,ＢＳ,２年,24-25,impossible,形容詞,不可能な,[インポッシブル],It's impossible for me.,それは私には不可能です。
127,ＢＳ,２年,24-25,above,前置詞,～の上に,[アバヴ],The ball went above.,ボールは上に行きました。
128,ＢＳ,２年,24-25,above sea level,,海抜,[アバヴ・シー・レベル],The town is 500m above sea level.,この町は海抜500メートルです。
129,ＢＳ,２年,26-28,peace,名詞,平和,[ピース],We all want peace.,みんな平和を望んでいます。
130,ＢＳ,２年,26-28,war,名詞,戦争,[ウォー],The war ended in 1945.,戦争は1945年に終わりました。
131,ＢＳ,２年,26-28,earthquake,名詞,地震,[アースケイク],The earthquake was strong.,地震は強かったです。
132,ＢＳ,２年,26-28,victim,名詞,犠牲者、被災者,[ヴィクティム],She is a victim of the flood.,彼女は洪水の被害者です。
133,ＢＳ,２年,26-28,recovery,名詞,復興,[リカバリー],Recovery takes time.,復興には時間がかかります。
134,ＢＳ,２年,26-28,disaster,名詞,災害、天災,[ディザスター],The disaster caused damage.,災害は被害をもたらしました。
135,ＢＳ,２年,26-28,damage,名詞,被害、損害,[ダメージ],The typhoon caused damage.,台風は被害をもたらしました。
136,ＢＳ,２年,26-28,finale,名詞,フィナーレ、大詰め,[ファイナーレ],The finale was amazing.,フィナーレは素晴らしかったです。
137,ＢＳ,２年,26-28,shoot,動詞,（花火など）を打ち上げる,[シュート],They will shoot fireworks.,花火を打ち上げます。
138,ＢＳ,２年,26-28,happen,動詞,起きる,[ハプン],What happened?,何が起こったの？
139,ＢＳ,２年,26-28,appear,動詞,現れる,[アピア],A rainbow appeared.,虹が現れました。
140,ＢＳ,２年,26-28,restart,動詞,再開する、再始動する,[リスタート],Let's restart the game.,ゲームを再開しましょう。
141,ＢＳ,２年,26-28,large-scale,形容詞,大規模の,[ラージ・スケール],It was a large-scale event.,それは大規模なイベントでした。
142,ＢＳ,２年,26-28,sister city,名詞,姉妹都市,[シスター・シティ],We have a sister city in France.,私たちには姉妹都市があります。
143,ＢＳ,２年,26-28,combination,名詞,組み合わせ,[コンビネーション],It was a good combination.,良い組み合わせでした。
144,ＢＳ,２年,26-28,phrase,名詞,言い回し、フレーズ,[フレーズ],That is a common phrase.,それはよく使われるフレーズです。
145,ＢＳ,２年,26-28,powerful,形容詞,力強い,[パワフル],He gave a powerful speech.,彼は力強いスピーチをしました。
146,ＢＳ,２年,29-32,exam,名詞,試験,[エグザム],We have an exam tomorrow.,明日テストがあります。
147,ＢＳ,２年,29-32,news,名詞,知らせ、ニュース,[ニュース],Did you hear the news?,ニュースを聞きましたか？
148,ＢＳ,２年,29-32,score,名詞,得点、成績,[スコア],I got a good score.,いい点を取りました。
149,ＢＳ,２年,29-32,wallet,名詞,財布,[ウォレット],I lost my wallet.,財布をなくしました。
150,ＢＳ,２年,29-32,lose,動詞,～を失くす,[ロース],We may lose.,私たちは負けるかもしれません。
151,ＢＳ,２年,29-32,final,形容詞,最後の、最終の,[ファイナル],This is the final match.,これは最終試合です。
152,ＢＳ,２年,29-32,injured,形容詞,ケガをした、傷ついた,[インジャード],He got injured.,彼はけがをしました。
153,ＢＳ,２年,29-32,shocked,形容詞,ショックを受けた,[ショックド],I was shocked by the news.,そのニュースにショックを受けました。
154,ＢＳ,２年,29-32,won,動詞,win の過去形,[ウォン],They won the game.,彼らは試合に勝ちました。
155,ＢＳ,２年,29-32,lost,動詞,lose の過去形,[ロスト],We lost yesterday.,昨日は負けました。
156,ＢＳ,２年,29-32,fail the exam,,試験に落ちる,[フェイル・ジ・エグザム],I failed the exam.,テストに落ちました。
157,ＢＳ,２年,29-32,win a prize,,賞を取る,[ウィン・ア・プライズ],He won a prize.,賞を取りました。
158,ＢＳ,２年,29-32,pass the exam,,試験に受かる,[パス・ジ・エグザム],She passed the exam.,彼女はテストに合格しました。
159,ＢＳ,２年,29-32,have an accident,,事故にあう,[ハヴ・アン・アクセデント],They had an accident.,彼らは事故に遭いました。
160,ＢＳ,２年,29-32,recommend,動詞,～を勧める、推薦する,[レコメンド],I recommend this book.,この本をおすすめします。
161,ＢＳ,２年,29-32,train,名詞,電車,[トレイン],I go to school by train.,電車で学校に行きます。
162,ＢＳ,２年,29-32,by train,,電車で,[バイ・トレイン],He goes to school by train.,彼は電車で学校に行きます。
163,ＢＳ,２年,29-32,in addition,,その上、さらに,[イン・アディション],"In addition, we had pizza.",さらにピザも食べました。
164,ＢＳ,２年,29-32,It takes ～ hours.,,～時間かかる,[イット・テイクス ～ アワーズ],It takes two hours.,2時間かかります。
165,ＢＳ,２年,33-35,garden,名詞,庭、庭園,[ガーデン],My garden has flowers.,庭に花があります。
166,ＢＳ,２年,33-35,airport,名詞,空港,[エアポート],Let's go to the airport.,空港へ行きましょう。
167,ＢＳ,２年,33-35,guidebook,名詞,ガイドブック、手引書,[ガイドブック],I read the guidebook.,ガイドブックを読みました。
168,ＢＳ,２年,33-35,roof,名詞,屋根,[ルーフ],The roof is red.,屋根が赤いです。
169,ＢＳ,２年,33-35,modern,形容詞,近代的な、現代的な,[モダン],That's a modern building.,それは現代的な建物です。
170,ＢＳ,２年,33-35,travel,名詞,旅行,[トラベル],I want to travel abroad.,海外旅行をしたいです。
171,ＢＳ,２年,33-35,chewing gum,名詞,チューインガム,[チューイング・ガム],Don't chew gum in class.,授業中はガムをかまないで。
172,ＢＳ,２年,33-35,durian,名詞,ドリアン（果実）,[ドリアン],I tried durian.,ドリアンを食べてみました。
173,ＢＳ,２年,33-35,keep,動詞,～を飼う,[キープ],Keep this secret.,この秘密を守ってください。
174,ＢＳ,２年,33-35,set,動詞,～を整える、配置する,[セット],Let's set the table.,テーブルをセットしましょう。
175,ＢＳ,２年,33-35,guess,動詞,～を言い当てる,[ゲス],Guess the answer.,答えを当ててみて。
176,ＢＳ,２年,33-35,check,動詞,～を調べる、調査する,[チェック],Check your homework.,宿題を確認して。
177,ＢＳ,２年,33-35,feed,動詞,～に食べ物を与える,[フィード],I feed the dog every day.,犬に毎日えさをあげます。
178,ＢＳ,２年,33-35,bus,名詞,バス,[バス],I got on the bus.,バスに乗りました。
179,ＢＳ,２年,33-35,taxi,名詞,タクシー,[タクシー],Let's take a taxi.,タクシーに乗りましょう。
180,ＢＳ,２年,33-35,mustn't,,must not の短縮形,[マスタント],You mustn't run here.,ここでは走ってはいけません。
181,ＢＳ,２年,33-35,Guess what?,,あのねえ。あのさあ。,[ゲス・ワット],Guess what? I passed!,ねえ、聞いて！合格したよ！
182,ＢＳ,２年,33-35,at least,,少なくとも,[アット・リースト],You need at least five pens.,少なくともペンが5本必要です。
183,ＢＳ,２年,33-35,set the table,,食事の用意をする,[セット・ザ・テーブル],"Set the table, please.",テーブルをセットしてね。
184,ＢＳ,２年,36-37,body,名詞,胴体、体,[ボディ],The body is strong.,体は強いです。
185,ＢＳ,２年,36-37,village,名詞,村,[ヴィレッジ],I visited a village.,村を訪れました。
186,ＢＳ,２年,36-37,center,名詞,センター,[センター],He is in the center.,彼は中心にいます。
187,ＢＳ,２年,36-37,ticket,名詞,チケット,[チケット],I bought a ticket.,チケットを買いました。
188,ＢＳ,２年,36-37,hall,名詞,ホール、集会場,[ホール],The hall was full.,ホールは満員でした。
189,ＢＳ,２年,36-37,goods,名詞,グッズ、商品,[グッズ],We sell cute goods.,かわいい商品を売っています。
190,ＢＳ,２年,36-37,origin,名詞,起源、由来,[オリジン],What is the origin of this word?,この言葉の起源は何ですか？
191,ＢＳ,２年,36-37,souvenir,名詞,おみやげ,[スーベニア],I bought a souvenir.,お土産を買いました。
192,ＢＳ,２年,36-37,bay,名詞,湾、入り江,[ベイ],The ship is in the bay.,船は湾にいます。
193,ＢＳ,２年,36-37,begin,名詞,始まる,[ビギン],Let's begin.,始めましょう。
194,ＢＳ,２年,36-37,represent,名詞,～を表す、象徴する,[リプレゼント],They represent the school.,彼らは学校を代表しています。
195,ＢＳ,２年,36-37,symbolize,名詞,～を象徴する,[シンボライズ],The dove symbolizes peace.,ハトは平和の象徴です。
196,ＢＳ,２年,36-37,already,副詞,もう、既に,[オールレディ],He already left.,彼はすでに出発しました。
197,ＢＳ,２年,36-37,head,名詞,頭、頭部,[ヘッド],She shook her head.,彼女は首を振りました。
198,ＢＳ,２年,36-37,Here we are.,,さあ着きましたよ。,[ヒア・ウィー・アー],Here we are.,着きました。
199,ＢＳ,２年,36-37,come back,,戻ってくる,[カム・バック],Please come back soon.,すぐに戻ってきてね。
200,ＢＳ,２年,36-37,See you later.,,またね。,[シー・ユー・レイター],See you later.,またね。
201,ＢＳ,２年,36-37,Have a nice day.,,よい一日を。,[ハヴ・ア・ナイス・デイ],Have a nice day!,良い一日を！
202,ＢＳ,２年,36-37,Why don't we ～?,,～しませんか。,[ワイ・ドント・ウィ～？],Why don't we play soccer?,サッカーしませんか？
203,ＢＳ,２年,38-39,chili,名詞,トウガラシ、チリ,[チリ],I ate chili crab.,チリクラブを食べました。
204,ＢＳ,２年,38-39,crab,名詞,カニ,[クラブ],He ate crab.,彼はカニを食べました。
205,ＢＳ,２年,38-39,lie,名詞,うそ,[ライ],Let's lie down.,横になりましょう。
206,ＢＳ,２年,38-39,should,助動詞,～すべきだ,[シュッド],You should study.,勉強すべきです。
207,ＢＳ,２年,38-39,Malay,形容詞,マレー半島の,[マレー],Malay is spoken there.,マレー語が話されます。
208,ＢＳ,２年,38-39,Indian,形容詞,インドの,[インディアン],I like Indian food.,インド料理が好きです。
209,ＢＳ,２年,38-39,green tea,名詞,緑茶,[グリーン・ティー],I drink green tea.,緑茶を飲みます。
210,ＢＳ,２年,38-39,shouldn't,,should not の短縮形,[シュッドント],You shouldn't be late.,遅刻しない方がいいです。
211,ＢＳ,２年,38-39,Have fun.,,楽しんできてね。,[ハヴ・ファン],Have fun at the party!,パーティーを楽しんでね！
212,ＢＳ,２年,38-39,on the radio,,ラジオで,[オン・ザ・レディオ],I heard it on the radio.,ラジオで聞きました。
